id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,merchant_size_estimate,location_tier,google_rating,google_rating_count
2313925,L_61294122171,61294122171,Fuji Japanese Bakery,NSW,Chatswood,65 Albert Avenue Chatswood NSW 2067,F&B,Cafe & Dessert,Bakery,Large,High,4.7,236
1027765,L_61294383333,61294383333,Nature Care Retail,NSW,St Leonards,"46 Nicholson St, St Leonards, NSW 2065",Grocery Stores,Health Food Stores,,Large,High,3.9,8
2288274,L_61402371665,402371665,Metro Goods Coffee,NSW,Pyrmont,"Ground Floor, 19 Harris Street, Pyrmont NSW",F&B,Dine-in Restaurant,restaurant,Large,High,5,21
2283453,L_61294417616,61294417616,HOYTS (Broadway),NSW,Ultimo,"1 Bay St, Ultimo, New South Wales 2037",F&B,Others,American Comfort food Desserts Family Meals,Large,High,4.2,2363
1047519,L_61297643845,61297643845,Fresh In Fresh Out Pty Ltd,NSW,Sydney,"Cblk Sydney Markets, HOMEBUSH, NSW, 2140",Food & Beverage,Grain & Produce - Distributors,,Large,High,,
1012427,L_61296304303,61296304303,La Triestina,NSW,Parramatta,"35 South Steyne,Parramatta,NSW,2150",Restaurants,Takeaways,Food delivery service,Large,High,4.4,3757
1017115,L_61296980778,61296980778,Japanese Cafe Restaurant Emon,NSW,Surry Hills,"432 Cleveland Street, Surry Hills, NSW 2010",Food & Drink,Restaurants,,Large,High,,
1005613,L_61297469334,61297469334,Zenja Cafe,NSW,Sydney,"1-5 George St, Sydney, NSW, 2000",Restaurants,Takeaways,,Large,High,4.8,47
990115,L_61298916655,61298916655,Heat Cabaret,NSW,Parramatta,"115 - 125 Church St, PARRAMATTA, NSW, 2150",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,4.8,29
1028854,L_61299062299,61299062299,BWS St Leonards,NSW,St Leonards,"The Forum Centre, 201-205 Pacific Hway, St Leonards, NSW 2065",Food and Beverages,Alcoholic Beverages,,Large,High,4.2,63
2289283,L_61434526598,434526598,Porcellino,NSW,Sydney,"8 Macquarie Street, East Sydney NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.7,42
2289375,L_61456660265,456660265,Wings and Tins,NSW,Darlinghurst,"2 Chapel St, Darlinghurst NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.5,967
2289414,L_61420713382,420713382,Tea Journal,NSW,Chatswood,"Shop 44 Chatswood Interchange, 436 Victoria Ave, Chatswood NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.4,298
2287009,L_61409439906,61409439906,St Dreux Espresso Bar,NSW,Sydney,"151 Clarence Street , Sydney NSW",F&B,Dine-in Restaurant,Cafe,Large,High,4.6,92
2252759,L_61411618154,61411618154,Authentic Chutney Parramatta,NSW,Parramatta,"18 Phillip St, Parramatta NSW 2150, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.6,22
993344,L_61283992170,61283992170,Amira's Palace Fine Lebanese Cuisine,NSW,Surry Hills,"276 Cleveland St, SURRY HILLS, NSW, 2010",Restaurant,Restaurants & Bistros,Lebanese restaurant,Large,High,5,1
2267708,L_61412594098,61412594098,Kebab Kulture Parramatta,NSW,Parramatta,"Westfield Parramatta, Food Court, Level 5/159-175 Church St, Parramatta NSW 2150, Australia",F&B,Dine-in Restaurant,Doner kebab restaurant,Large,High,4.9,45
2314931,L_61413623226,61413623226,The Nest Chatswood,NSW,Chatswood,"1 Anderson St, Chatswood, New South Wales, 2067, Australia",F&B,Others,Food  drink,Large,High,2.7,321
1019557,L_61416885792,61416885792,Dragon Well Chinese Teahouse,NSW,Pyrmont,"14 Union St, Pyrmont, NSW",Food & Drink,Cafes Pyrmont,,Large,High,4.9,334
2315074,L_61425880585,61425880585,Sweet Whale,NSW,Sydney,178 Marine Parade 2035 Sydney - Maroubra,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.4,41
2319233,L_61426098242,61426098242,Little Sichuan Canton Ma La Tang,NSW,Ultimo,"165 Broadway, Ultimo NSW 2007, Australia",F&B,Dine-in Restaurant,Wok restaurant,Large,High,4,116
1023733,L_61283540057,61283540057,Kaya Sydney,NSW,Darlinghurst,"96 Oxford St,Darlinghurst,NSW,2010",Restaurant,Restaurants,Japanese restaurant,Large,High,4.6,1000
2285834,L_61450095695,61450095695,Gong Cha  (Canley Vale),NSW,Sydney,"34 Canley Vale Rd, Canley Vale NSW 2166",F&B,Cafe & Dessert,Bubble tea Cafe Juice and smoothies,Large,High,3.7,192
2274732,L_61450668999,61450668999,BLJ Spicy Mixture 百留記,NSW,Chatswood,"302 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,,
2315179,L_61451695342,61451695342,Shanghai Street,NSW,Sydney,342 Lt Bourke St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,2.6,41
2285643,L_61469713698,61469713698,Beloved Cafe Surry Hills,NSW,Surry Hills,"437 Elizabeth Street, Surry Hills, NSW 2010",F&B,Cafe & Dessert,Breakfast and brunch Cafe Coffee and tea,Large,High,4.5,111
2315214,L_61473533692,61473533692,Casoni,NSW,Darlinghurst,"371-373 Bourke St, Darlinghurst, New South Wales, 2010, Australia",F&B,Others,Food  drink,Large,High,5,12
2312036,L_61473665378,61473665378,Small Talk Espresso Bar & Kitchen Waterloo,NSW,Waterloo,"167 Botany Rd, Waterloo NSW 2017, Australia",F&B,CafÃ© & Dessert,Cafe,Large,High,4.8,214
992549,L_61280842151,61280842151,Churras The Brazilian Barbeque,NSW,Darlinghurst,"219 Oxford St, DARLINGHURST, NSW, 2010",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.3,967
2320020,L_61481855949,61481855949,SubwayÂ® Restaurant,NSW,Parramatta,"247 Church St, Parramatta NSW 2150, Australia",F&B,Quick-Service / Takeaway,Fast food restaurant,Large,High,4.8,1549
2315235,L_61490539516,61490539516,Koomi,NSW,Sydney,404 Sussex Street 2000 Sydney - Haymarket,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.2,42
2290241,L_61470638471,470638471,Royal Bhatti Mo:Mo,NSW,Parramatta,"9 Marion St, North Parramatta NSW",F&B,Dine-in Restaurant,restaurant,Large,High,3.5,533
2315290,L_61877612618,61877612618,Buzzfoodz Cafe,NSW,Sydney,293 Coward Street 2018 Sydney - Mascot,F&B,Bar / Pub / Nightlife,Café Bar  Club,Large,High,4,42
1008311,L_61292312277,61292312277,Presse Cafe,NSW,Sydney,"20 Martin Pl, Sydney, NSW, 2000",Restaurants,Takeaways,,Large,High,4.1,1709
2315865,L_61283494747,61283494747,Hungry Jack's Burgers World Square,NSW,Sydney,"World Square Shopping Centre, 644 George St, Sydney NSW 2000, Australia",F&B,Quick-Service / Takeaway,Fast food restaurant,Large,High,2.5,130
2316586,L_61292219896,61292219896,Yori Ozeki Myer Central Plaza,NSW,Sydney,"MYER LOWER GROUND, CENTRAL PLAZA, 100 Market St, Sydney NSW 2000, Australia",F&B,Dine-in Restaurant,Sushi restaurant,Large,High,4,197
1019802,L_61292324789,61292324789,Dolce Espresso Bar,NSW,Sydney,"Shp2/ 126 Phillip St, Sydney, NSWCafes SydneyCafe Sydney",Restaurant,Cafes Sydney,Coffee  tea,Large,High,4.4,74
2285506,L_61292470990,61292470990,Baskin-Robbins (Circular Quay),NSW,Sydney,"63 Macquarie St, Sydney NSW 2000",F&B,Cafe & Dessert,Desserts Ice cream and frozen yoghurt,Large,High,3,268
1015407,L_61293182797,61293182797,Lazeez Delicious Lebanese Food,NSW,Surry Hills,"512 Elizabeth St,Surry Hills,NSW,2010",Restaurant,Takeaways,Lebanese restaurant,Large,High,4.6,579
1021392,L_61293574665,61293574665,Kings Cross Eye Bar,NSW,Darlinghurst,"68 Darlinghurst Rd, Potts Point, NSW, 2011",Restaurant,Restaurants,Bar,Large,High,4.1,1280
2313895,L_61293807850,61293807850,Green Palace 2 Thai Vegetarian,NSW,Darlinghurst,"U6/ 251 Palmer St Darlinghurst, Sydney NSW 2010",F&B,Dine-in Restaurant,Restaurants,Large,High,4.7,1079
1027049,L_61294392640,61294392640,Simply Sandwiches,NSW,Crows Nest,"Shop 1/ 65 Willoughby Rd, Crows Nest, NSW 2065",Food Service,Fast Food,,Large,High,4.6,129
1038112,L_61296605513,61296605513,Ralph's Cafe At the Womens Sports Centre,NSW,Sydney,"Sydney Uni, GLEBE, NSW, 2037",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,4.1,269
2285158,L_61296983331,61296983331,Ambience Cafe & Chinese,NSW,Waterloo,"2a Powell St, Waterloo, New South Wales 2017",F&B,Dine-in Restaurant,Chinese Asian Rice bowls,Large,High,4.7,49
1046200,L_61296988875,61296988875,Angelino Pizzeria,NSW,Waterloo,"Shop 6/22, Crystal St, Waterloo, NSW, 2017",Restaurants,Takeaways,,Large,High,4.4,194
1020860,L_61296996366,61296996366,Bombay Lounge,NSW,Surry Hills,"624 Crown St, Surry Hills, NSW, 2010",Restaurant,Restaurants,Indian restaurant,Large,High,,
1009748,L_61293603220,61293603220,Saigon Bay Restaurant,NSW,Darlinghurst,"249 Oxford St,Darlinghurst,NSW,2010",Restaurant,Restaurants,Yelp 8 Â· Vietnamese restaurant,Large,High,4.7,375
1009131,L_61299046112,61299046112,Lidingo Woodfire Pizzas,NSW,Chatswood,"226 Victoria Rd, Chatswood, NSW, 2067",Restaurant,Restaurants,Pizza restaurant,Large,High,4.5,2138
2314695,L_61299571856,61299571856,Marando Cafe & Catering,NSW,Sydney,90 Mount Street North Sydney NSW 2060,F&B,Dine-in Restaurant,cafe,Large,High,,
1020843,L_61299553538,61299553538,Oh What A Bite,NSW,North Sydney,"62 West St,North Sydney,NSW,2060",Restaurants,Takeaways,Restaurant,Large,High,4.5,602
1044608,L_61299664804,61299664804,National Liquor Company The,NSW,St Leonards,"Level 3 619 Pacific Hwy, ST LEONARDS, NSW, 2065",Food & Beverage Retailing,Wine & Spirit Merchants,,Large,High,,
2247501,L_61400225887,61400225887,Fatcaron Macarons - Sydney Wholesale Basque Cheesecakes and Desserts,NSW,Sydney,"500 George St, Sydney NSW 2000, Australia",F&B,Cafe & Dessert,Dessert shop,Large,High,4.7,41
2275006,L_61401059264,61401059264,Meryenda,NSW,Darlinghurst,"5/18-32 Oxford St, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,Cafe,Large,High,4.2,37
2283248,L_61401442304,61401442304,German Kebabs On Cleveland,NSW,Surry Hills,"Cleveland Avenue & Cleveland Street, Surry Hills, NSW 2010",F&B,Quick-Service / Takeaway,German Pizza Kebab,Large,High,4.6,2970
1391196,L_61402007880,61402007880,Grandma's Family ÍâÆÅ¼Ò,NSW,Waterloo,"21 Archibald Ave, Waterloo NSW 2017, Australia",F&B,Dine-in Restaurant,Chinese restaurant,Large,High,5,1
998463,L_61280016790,61280016790,360 Bar & Dining Room,NSW,Sydney,"Centrepoint Tower Reception: Gallery Lvl, 100 Market Street, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.5,3856
1388568,L_61405660999,61405660999,MuMian Dining,NSW,Sydney,"Darling Quarter, Commbank Place ( north Wing, 1 Harbour St, Sydney NSW 2000, Australia",F&B,Dine-in Restaurant,Chinese restaurant,Large,High,4.2,581
2249424,L_61406677619,61406677619,Abb Air Thai - Chatswood,NSW,Chatswood,"Lower ground Chatswood Chase, b030/345 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Dine-in Restaurant,Thai restaurant,Large,High,4,141
2314897,L_61411359990,61411359990,Boylan Nominees,NSW,Sydney,198 Power Street 2761 Sydney - Glendenning,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,,
2311079,L_61425188877,61425188877,Taste of Beijing,NSW,Sydney,"stockland piccadilly shopping center, Shop 1/210 Pitt St, Sydney NSW 2000, Australia",F&B,International Restaurant,Chinese restaurant,Large,High,4.8,36
2301048,L_61448890470,61448890470,The Foxtrot,NSW,Crows Nest,"28 Falcon St, Crows Nest NSW 2065, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.7,744
998229,L_61294363918,61294363918,Borderland Mexican Restaurant,NSW,Crows Nest,"97 Willoughby Rd, CROWS NEST, NSW, 2065",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,2.8,8
2292241,L_61452345692,452345692,Theeca,NSW,Darlinghurst,"1 Burton Street, Darlinghurst NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4,1187
2315172,L_61450956395,61450956395,Coco Cubano Pty Ltd,NSW,Darlinghurst,"191 Oxford St Darlinghurst, Sydney NSW 2010",F&B,Dine-in Restaurant,Cafe,Large,High,4.8,59
2246258,L_61452132332,61452132332,Ontico Patisserie Sydney CBD,NSW,Sydney,"Shop 1/332 Pitt St, Sydney NSW 2000, Australia",F&B,Cafe & Dessert,Patisserie,Large,High,4.6,348
2290204,L_61452432066,452432066,Chim Cham Cafe,NSW,Parramatta,"unit1/156/158 Parramatta Rd, Camperdown NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.3,1750
2300340,L_61492773333,61492773333,Sweet Lu Chatswood Westfield,NSW,Chatswood,"1 Anderson St, Chatswood NSW 2067, Australia",F&B,CafÃ© & Dessert,Dessert shop,Large,High,4.5,219
2250238,L_61493337422,61493337422,Liquid Lab Sydney,NSW,Haymarket,"803/813 George St, Haymarket NSW 2000, Australia",F&B,Bar / Pub / Nightlife,Wine bar,Large,High,,
2315678,L_61280148532,61280148532,Guzman y Gomez - Darling Park,NSW,Sydney,"Dream Dining, Shop T2-8 Tower 2, 201 Sussex St, Sydney NSW 2000, Australia",F&B,Quick-Service / Takeaway,Fast food restaurant,Large,High,4,102
2316158,L_61287367467,61287367467,Woolworths Metro Haymarket,NSW,Haymarket,"79 Quay St, Haymarket NSW 2000, Australia",F&B,Cafe & Dessert,Coffee shop,Large,High,3.9,1162
1014564,L_61292110082,61292110082,Emre's Kebab And Pizza,NSW,Sydney,"47 Goulburn St, Sydney, NSW, 2000",Restaurants,Takeaways,,Large,High,4.2,1043
2247510,L_61292236802,61292236802,Epula,NSW,Sydney,"1 Martin Pl, Sydney NSW 2000, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.5,53
997007,L_61292476111,61292476111,Italian Village Restaurant,NSW,Sydney,"7 Circular Quay, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.8,556
999060,L_61292649134,61292649134,Grocor Management Pty Ltd,NSW,Sydney,"Level 2 Kentbridge, SYDNEY CBD, NSW, 2000",Restaurant,Financiers & Financial Services Providers,Coffee  tea,Large,High,4.2,44
1037111,L_61292810023,61292810023,"DCM Coffee & Donuts, Surry hills",NSW,Surry Hills,"316 Elizabeth St, SURRY HILLS, NSW, 2010",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,4.6,944
1035594,L_61292817200,61292817200,Takumi,NSW,Sydney,"Market City 3, 9-13 Hay St, Sydney, NSW, 2000",Restaurants,Takeaways,,Large,High,,
1012576,L_61293322999,61293322999,Wilbur's Place,NSW,Sydney,"36 Llankelly Pl, Sydney, NSW, 2000",Restaurant,Takeaways,Yelp 5 Â· Modern Australian restaurant,Large,High,4.3,16
993994,L_61293613338,61293613338,King And I The Thai Restaurant,NSW,Darlinghurst,"310 Liverpool St, DARLINGHURST, NSW, 2010",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.2,751
1037096,L_61293806290,61293806290,The Essential Bite,NSW,Surry Hills,"372 Bourke St, SURRY HILLS, NSW, 2010",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,3,2
990101,L_61294362113,61294362113,Digital Compact Disc Mastering,NSW,Crows Nest,"114 Alexander Street, CROWS NEST, NSW, 2065",F&B,Dine-in Restaurant,Mediterranean restaurant,Large,High,,
2293151,L_61421666884,421666884,Cafe 517,NSW,Parramatta,"517 Church St, North Parramatta NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.9,92
1044720,L_61296609777,61296609777,Paddy Maguires,NSW,Pyrmont,"Star City Casino, PYRMONT, NSW, 2009",Food & Dining,Wine & Tapas Bars,,Large,High,1.8,4
995369,L_61296831744,61296831744,Charcoal Thai,NSW,Parramatta,"449 Church St, NORTH PARRAMATTA, NSW, 2151",Restaurant,"Take Away Food, Pizza, Fish & Chips Shops",Fast food restaurant,Large,High,4.7,64
2314319,L_61296875737,61296875737,Casablanca Cafe,NSW,Parramatta,47 George Street Parramatta NSW 2150,F&B,Dine-in Restaurant,cafe,Large,High,4.6,131
2314379,L_61296993187,61296993187,Artful Pastry,NSW,Sydney,"U4/ 8 Allen St Waterloo, Sydney NSW 2017",F&B,Cafe & Dessert,Cake Shops,Large,High,4.6,944
1019451,L_61297465145,61297465145,All Seasons Produce Pty Ltd,NSW,Sydney,"80-81 Building A Sydney Markets, HOMEBUSH, NSW, 2140",Fruit & Vegetables,Fruit & Vegetables - Wholesale,,Large,High,1,1
1041223,L_61297468365,61297468365,Rogers F.H.G. Pty Ltd,NSW,Sydney,"C Blk Sydney Mrkts, HOMEBUSH, NSW, 2140",Fruit & Vegetables,Fruit & Vegetables - Wholesale,,Large,High,,
1011556,L_61292675454,61292675454,Malacca Straits Thai,NSW,Sydney,"303 Pitt St, Sydney, NSW, 2000",Restaurants,Takeaways,,Large,High,4.4,51
1006676,L_61298104205,61298104205,Bagel House Bagelry Cafe,NSW,Sydney,"175 Church St, Sydney, NSW, 2000",Restaurants,Takeaways,Restaurant,Large,High,,
2317870,L_61298914187,61298914187,McDonald's Parramatta W/F L5,NSW,Parramatta,"Church St, Parramatta NSW 2150, Australia",F&B,Quick-Service / Takeaway,Fast food restaurant,Large,High,3.3,566
990575,L_61298938733,61298938733,Caraiscos Phillip,NSW,Parramatta,"13 Westfield Cnr Argyle and MA, PARRAMATTA, NSW, 2150",Restaurant,Medical Practitioners and Doctors,Seafood restaurant,Large,High,,
1046644,L_61299047347,61299047347,De Costi Seafoods (Holdings) Pty Ltd,NSW,Chatswood,"Shop Lg 05 Chatswood Chase Shopping Centre 345 Victoria Ave, Chatswood, NSW 2067",Restaurant,Butchers Shop,Seafood restaurant,Large,High,4.2,46
2314639,L_61299048388,61299048388,Chequers Seafood Restaurant,NSW,Chatswood,Shop 220-221 Mandarin Centre Chatswood NSW 2067,F&B,Others,Food,Large,High,4.4,44
2314667,L_61299333000,61299333000,Metro Ice Cream,NSW,Sydney,3 Magnum Place 2566 Sydney - Minto,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,4.8,241
2314673,L_61299497747,61299497747,Trudy's Restaurant,NSW,Sydney,567 Sydney Road Seaforth NSW 2092,F&B,Dine-in Restaurant,Restaurant,Large,High,4.6,59
1009119,L_61299558830,61299558830,Sakura Japanese Cuisine,NSW,North Sydney,"225 Miller St,North Sydney,NSW,2060",Restaurants,Takeaways,,Large,High,4.1,593
2314698,L_61299576992,61299576992,City Convenience Store,NSW,Sydney,Shop 14/ 105 Miller Street North Sydney NSW 2060,F&B,Others,Food,Large,High,2.6,22
991375,L_61393880823,61393880823,Tandoori Nights,NSW,Sydney,"167 Sydney Road, BRUNSWICK, VIC, 3056",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,4.4,524
994437,L_61296300511,61296300511,Amadeus Encore,NSW,Parramatta,"353C Church St, PARRAMATTA, NSW, 2150",Restaurant,Restaurants & Bistros,Chinese restaurant,Large,High,5,10
2310979,L_61410775015,61410775015,Toby's Estate Coffee Sydney Place,NSW,Sydney,"shop 1/180 George St, Sydney NSW 2000, Australia",F&B,CafÃ© & Dessert,Coffee shop,Large,High,4.2,9
2250907,L_61412332419,61412332419,Mrs Chans Kitchen,NSW,Haymarket,"422-450 Sussex St, Haymarket NSW 2000, Australia",F&B,Dine-in Restaurant,Thai restaurant,Large,High,4.4,24
996843,L_61412404175,61412404175,Chuck It Cheaply,NSW,Chatswood,"655 Pacific Hth, CHATSWOOD, NSW, 2067",Restaurant,Rubbish & Waste Removal,Ice cream  frozen yogurt,Large,High,4.2,250
2285650,L_61416062142,61416062142,Master Cow Hot Pot (Sydney),NSW,Sydney,"Shop 16/123 Liverpool St, Sydney , NSW 2000",F&B,Dine-in Restaurant,Hot Pot meat Chinese,Large,High,4.7,86
2285720,L_61417451115,61417451115,Glorietta,NSW,North Sydney,"100 Mount St, North Sydney, NSW 2060",F&B,Dine-in Restaurant,Italian Comfort food Pizza,Large,High,4.4,690
2311064,L_61423636793,61423636793,The Sambal,NSW,Sydney,"shop a/432 Kent St, Sydney NSW 2000, Australia",F&B,International Restaurant,Indonesian restaurant,Large,High,4.5,1134
2294360,L_61449744155,449744155,Little Bishop Espresso Bar,NSW,Darlinghurst,"269 Victoria St, Darlinghurst NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.9,147
2284000,L_61449503637,61449503637,Sweet Onion Thai,NSW,Sydney,"7-13 Hunter St, F9, Sydney, New South Wales 2000",F&B,Dine-in Restaurant,Thai Asian,Large,High,4.6,8
2284979,L_61450170322,61450170322,Gaga Noodle (Parramatta),NSW,Parramatta,"22 Charles St, Retail Suite 6, Parramatta, NSW 2150",F&B,Dine-in Restaurant,Chinese Noodles Stir​ Fried,Large,High,4.5,61
2249137,L_61451659561,61451659561,Ari Passion Thai Cuisine,NSW,Surry Hills,"360 Elizabeth St, Surry Hills NSW 2010, Australia",F&B,Dine-in Restaurant,Thai restaurant,Large,High,4.8,19
2285888,L_61452223537,61452223537,The Sarah,NSW,Darlinghurst,"255 Victoria Street, Darlinghurst, NSW 2010",F&B,Cafe & Dessert,Breakfast and brunch Vegetarianfriendly Coffee and tea,Large,High,3.7,35
977321,L_61466315423,61466315423,LAURENT sydney Lash lift & Cosmetic Tattooing,NSW,Sydney,"Shop404/250 Pitt St, Sydney NSW 2000, Australia",F&B,Dine-in Restaurant,Japanized western restaurant,Large,High,4.8,19
2254022,L_61467525125,61467525125,FLAMES CHARGRILL,NSW,Bondi Junction,"5/175-181 Oxford St, Bondi Junction NSW 2022, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.4,141
2283577,L_61282830824,61282830824,Shenkin Surry Hills,NSW,Surry Hills,"290 Crown St, Surry Hills, NSW 2010",F&B,Dine-in Restaurant,Cafe Middle Eastern Vegan,Large,High,4.5,291
2294858,L_61401266140,401266140,My Indian,NSW,Chatswood,"Shop No 36 Chatswood Chase 345 Victoria Avenue, Chatswood NSW",F&B,Dine-in Restaurant,restaurant,Large,High,4.7,211
996900,L_61294384687,61294384687,Peter Pan's Italian Restaurant & Pizzeria,NSW,Crows Nest,"67 Willoughby Rd, CROWS NEST, NSW, 2065",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.1,446
998462,L_61292352722,61292352722,"Burger King Australia Pty Ltd, Sydney CBD",NSW,Sydney,"Centrepoint Shopng Cntr 100 Market St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,3.4,1465
1008304,L_61292518280,61292518280,Hokkaido,NSW,Sydney,"20 Loftus St, Sydney, NSW, 2000",Restaurant,Restaurants,Yelp 12 Â· Japanese restaurant,Large,High,,
1042718,L_61292643022,61292643022,The Oak Barrel,NSW,Sydney,"152 Elizabeth St, Sydney, NSW 2000",Food and Beverages,Alcoholic Beverages,Beer wine  spirits,Large,High,4.8,500
1046534,L_61292802235,61292802235,The Wild Rover,NSW,Surry Hills,"75 Campbell St, Surry Hills, NSW 2010",Food and Drink,Pubs,,Large,High,4.7,1204
1022758,L_61292806888,61292806888,Shortgrain,NSW,Surry Hills,"8-10 Hunt St, Surry Hills, NSW, 2010",Restaurant,Takeaways,Yelp 12 Â· Asian fusion restaurant,Large,High,4.8,562
1045267,L_61292833570,61292833570,Wei Long Hakka,NSW,Sydney,"Shop 330, 289-295 Sussex St, Sydney, NSW, 2000",Restaurant,Restaurants,Chinese restaurant,Large,High,3.9,68
1016002,L_61293310064,61293310064,Missy K,NSW,Surry Hills,"57a Fitzroy St, Surry Hills, NSW, 2010",Restaurant,Takeaways,Chinese restaurant,Large,High,4.3,70
2313747,L_61293316194,61293316194,Taste Espresso Pty Ltd,NSW,Surry Hills,"423 Bourke St Surry Hills, Sydney NSW 2010",F&B,Dine-in Restaurant,Cafe,Large,High,4.6,59
2313694,L_61293180916,61293180916,Coffee Roaster The Pty Ltd,NSW,Sydney,"380 Botany Rd Alexandria, Sydney NSW 2015",F&B,Cafe & Dessert,Coffee Shops,Large,High,4.7,355
2301157,L_61293318811,61293318811,Tatler Sydney,NSW,Darlinghurst,"169 Darlinghurst Rd, Darlinghurst NSW 2010, Australia",F&B,Bar / Pub / Nightlife,Bar,Large,High,4.6,209
2313820,L_61293604669,61293604669,Thai Silver Spoon Cuisine,NSW,Darlinghurst,203 Oxford Street Darlinghurst NSW 2010,F&B,Dine-in Restaurant,Restaurant,Large,High,4.5,509
1030798,L_61294131755,61294131755,Chatswood Monkey Bar,NSW,Chatswood,"53 Orchard Rd, Chatswood, NSW 2067",Food and Drink,Pubs,,Large,High,3.7,213
1015798,L_61294376827,61294376827,Wasabi Express,NSW,St Leonards,"556 Pacific Hwy,St Leonards,NSW,2065",Restaurant,Takeaways,Japanese restaurant,Large,High,4.4,363
2316889,L_61294363344,61294363344,McDonald's St Leonards,NSW,St Leonards,"201 Pacific Hwy, St Leonards NSW 2065, Australia",F&B,Cafe & Dessert,Cafe,Large,High,3.1,565
2316900,L_61294394011,61294394011,KuÌrtoÌsh Chatswood Chase,NSW,Chatswood,"Kiosk K0016, Lower Ground Floor, 345 Victoria Ave, Chatswood NSW 2067, Australia",F&B,Cafe & Dessert,Cake shop,Large,High,,
1016851,L_61295571186,61295571186,Il Pagliccio,NSW,Parramatta,"95 Parramatta Rd, ANNANDALE, NSW 2038",Food & Drink,Restaurants,,Large,High,4.3,552
1037357,L_61295642822,61295642822,Som-O Thai Take Away,NSW,Parramatta,"291 Parramatta Road, LEICHHARDT, NSW, 2040",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,5,124
2307701,L_61296331173,61296331173,Swanky Noodle,NSW,Parramatta,"131 Church St, Parramatta NSW 2150, Australia",F&B,International Restaurant,Chinese restaurant,Large,High,4.3,429
1016859,L_61296332889,61296332889,Peronis Restaurant,NSW,Parramatta,"48 Station Street East, Parramatta, NSW 2150",Food & Drink,Restaurants,Restaurant,Large,High,4.8,5025
1007378,L_61296333223,61296333223,Metabol,NSW,Parramatta,"19-21 Wentworth St, Parramatta, NSW 2150",Restaurant,Weight Loss Treatments,Hookah bar,Large,High,4.9,113
2314212,L_61296335000,61296335000,Parra City Store & Internet Cafe,NSW,Parramatta,Shop 2 140 Church Street Parramatta NSW 2150,F&B,Dine-in Restaurant,cafe,Large,High,4.7,605
1037236,L_61296339794,61296339794,Bankok Thai House Takeaway,NSW,Parramatta,"Parra Mall, PARRAMATTA, NSW, 2150",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,4.5,236
1045336,L_61296601766,61296601766,Nsw Oysters,NSW,Pyrmont,"Gipps St, PYRMONT, NSW, 2009",Food & Beverages,Fish & Seafoods - Distributors,,Large,High,4.6,1159
2285930,L_61296668237,61296668237,Charlie Lovett Cafe,NSW,Crows Nest,"134 Willoughby Rd, Crows Nest, NSW 2065",F&B,Dine-in Restaurant,Cafe Modern Australian Breakfast and brunch,Large,High,4.5,306
1041296,L_61297370741,61297370741,Biogill,NSW,Sydney,"3/100-108 Asquith Street, Silverwater Sydney, NSW 2128",Food & Beverages,Food & Beverages,Business manufacturing  supply,Large,High,,
2246535,L_61298849565,61298849565,Gong Cha Chatswood,NSW,Chatswood,"Shop 65A/427 441Victoria Avenue, Chatswood NSW 2067, Australia",F&B,Cafe & Dessert,Bubble tea store,Large,High,3.4,97
